"#",Jurisdiction,Kind,Display Key,Lens ID,Publication Date,Publication Year,Application Number,Application Date,Earliest Priority Date,Title,Applicants,Inventors,Owners,URL,Document Type,Legal Status
60,WO,A3,WO 2022/164798 A3,079-075-594-484-308,2022-09-01,2022,US 2022/0013698 W,2022-01-25,2021-01-26,PROTECTIVE ELEMENTS FOR NUCLEIC ACID SYNTHETIC BIOLOGY,CALIFORNIA INST OF TECHN,HOCHREIN LISA;;LI HEYUN;;MUN EVAN;;ROTHEMUND PAUL;;PIERCE NILES,,https://lens.org/079-075-594-484-308,Search Report,PENDING
61,CN,A,CN 105787290 A,182-642-524-832-727,2016-07-20,2016,CN 201610077123 A,2016-01-30,2016-01-30,Synthetic biology data processing method and processing method thereof,UNIV SHAANXI NORMAL,SHI PEI;;LI PANPAN;;LYU QI;;WU TAO;;DONG YAFEI,,https://lens.org/182-642-524-832-727,Patent Application,INACTIVE
62,WO,A1,WO 2016/134121 A1,198-555-818-440-986,2016-08-25,2016,US 2016/0018428 W,2016-02-18,2015-02-20,"DIALKYL SULFOSUCCINATE COMPOSITIONS, METHOD OF MAKING, AND METHOD OF USE",CYTEC IND INC,SALY ERIC;;MACKAY MAUREEN;;RISCHER MATTHIAS;;MOHR WOLFGANG;;KURZ LENA,,https://lens.org/198-555-818-440-986,Patent Application,PENDING
63,WO,A1,WO 2022/076972 A1,143-676-199-148-446,2022-04-14,2022,US 2021/0071691 W,2021-10-04,2020-10-09,SYSTEMS AND METHODS FOR FILLING MATERIAL,SPINAL ELEMENTS INC,ONO MATTHEW;;YAP MARC,,https://lens.org/143-676-199-148-446,Patent Application,PENDING
64,EP,A1,EP 1859811 A1,019-199-894-751-197,2007-11-28,2007,EP 06010902 A,2006-05-27,2006-05-27,Use of conjugates of amatoxins or phallotoxins with macromolecules for tumor and inflammation therapy,FAULSTICH HEINZ DR,FAULSTICH HEINZ;;FAULSTICH DORIAN;;ANDERL JAN DR;;MOLDENHAUER GERHARD DR,"FAULSTICH, HEINZ, DR. (2010-05-26);;DEUTSCHES KREBSFORSCHUNGSZENTRUM (2010-05-26)",https://lens.org/019-199-894-751-197,Patent Application,ACTIVE
65,EP,B1,EP 2956156 B1,161-098-344-081-075,2020-03-18,2020,EP 14705565 A,2014-02-14,2013-02-14,SCAFFOLD PROTEINS DERIVED FROM PLANT CYSTATINS,UNIV LEEDS INNOVATIONS LTD,MCPHERSON MICHAEL;;TOMLINSON DARREN,UNIVERSITY OF LEEDS (2019-11-06),https://lens.org/161-098-344-081-075,Granted Patent,ACTIVE
66,US,A1,US 2005/0136477 A1,196-701-667-526-01X,2005-06-23,2005,US 6198405 A,2005-02-18,2003-11-17,Methods for isolating nucleic acids from biological and cellular materials,AKHAVAN-TAFTI HASHEM,AKHAVAN-TAFTI HASHEM,LUMIGEN INC (2005-02-18);;NEXGEN DIAGNOSTICS LLC (2007-06-07),https://lens.org/196-701-667-526-01X,Patent Application,DISCONTINUED
67,RU,A,RU 95110871 A,181-834-644-473-79X,1997-06-10,1997,RU 95110871 A,1995-05-05,1992-10-06,METHOD OF DETERMINATION OF NUCLEOTIDE SEQUENCE,KHAJBRAJDON;;INK US,SUDKHIR AGRAVAL;;DZIN JAN TANG,,https://lens.org/181-834-644-473-79X,Patent Application,PENDING
68,WO,A1,WO 2002/079327 A1,119-073-318-062-221,2002-10-10,2002,IN 0100082 W,2001-03-30,2001-03-30,"A NATURAL FLUORESCENT DYE OBTAINED FROM A MARINE INVERTEBRATE, COMPOSITIONS CONTAINING THE SAID DYE AND THEIR USES",COUNCIL SCIENT IND RES;;GOSWAMI USHA;;GANGULY ANUTOSH,GOSWAMI USHA;;GANGULY ANUTOSH,,https://lens.org/119-073-318-062-221,Patent Application,PATENTED
69,CN,A,CN 115678908 A,186-714-852-363-240,2023-02-03,2023,CN 202110841095 A,2021-07-24,2021-07-24,Bacillus subtilis polygene modular assembly and expression plasmid pBsubPB02 and construction method thereof,UNIV ZHENGZHOU,XU JINGLIANG;;LV YONGKUN;;ZHANG HUI;;REN JING;;ZHU LIJUAN;;YING HANJIE;;XIONG WENLONG;;ALAMU;;WANG SHIYUAN;;YU GAOTIAN,,https://lens.org/186-714-852-363-240,Patent Application,PENDING
70,CN,A,CN 114507685 A,166-402-678-010-790,2022-05-17,2022,CN 202210218296 A,2022-03-04,2022-03-04,Bacillus subtilis polygene modular assembly and inducible expression plasmid and construction method thereof,UNIV ZHENGZHOU,LV YONGKUN;;XU JINGLIANG;;REN JING;;ZHANG HUI;;ZHU LIJUAN;;XIONG WENLONG;;ALAMU;;QU LINGBO;;YING HANJIE;;WANG SHIYUAN;;YU GAOTIAN,,https://lens.org/166-402-678-010-790,Patent Application,PENDING
71,WO,A1,WO 2003/082989 A1,169-054-836-919-918,2003-10-09,2003,IN 0300070 W,2003-03-24,2002-03-28,"A NATURAL NON-POLAR FLUORESCENT DYE FROM A NON-BIOLUMINESCENT MARINE INVERTEBRATE, COMPOSITIONS CONTAINING THE SAID DYE AND ITS USES",COUNCIL SCIENT IND RES;;GOSWAMI USHA;;GANGULY ANUTOSH,GOSWAMI USHA;;GANGULY ANUTOSH,,https://lens.org/169-054-836-919-918,Patent Application,PENDING
72,US,B2,US 6916492 B2,156-198-255-258-577,2005-07-12,2005,US 10733502 A,2002-03-28,2001-03-30,"Natural nontoxic multicolor fluorescent protein dye from a marine invertebrate, compositions containing the said dye and its uses",COUNCIL SCIENT IND RES,GOSWAMI USHA;;GANGULY ANUTOSH,COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (2002-06-01),https://lens.org/156-198-255-258-577,Granted Patent,EXPIRED
73,US,A1,US 2002/0176895 A1,142-482-414-175-200,2002-11-28,2002,US 82065401 A,2001-03-30,2001-03-30,"Natural fluorescent dye obtained from a marine invertebrate, compositions containing the said dye and their uses",GOSWAMI USHA;;GANGULY ANUTOSH,GOSWAMI USHA;;GANGULY ANUTOSH,COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (2001-06-25),https://lens.org/142-482-414-175-200,Patent Application,EXPIRED
74,US,A1,US 2003/0096988 A1,061-780-526-638-897,2003-05-22,2003,US 23432202 A,2002-09-05,2001-09-05,Multiple fluorescent natural dye compound from a marine organism,GOSWAMI USHA;;GANGULY ANUTOSH,GOSWAMI USHA;;GANGULY ANUTOSH,COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (2002-11-11),https://lens.org/061-780-526-638-897,Patent Application,EXPIRED
75,WO,A2,WO 2006/036243 A2,127-437-280-978-561,2006-04-06,2006,US 2005/0023519 W,2005-07-05,2004-09-16,METHODS FOR ISOLATING NUCLEIC ACIDS FROM BIOLOGICAL AND CELLULAR MATERIALS,LUMIGEN INC;;AKHAVAN-TAFTI HASHEM,AKHAVAN-TAFTI HASHEM,,https://lens.org/127-437-280-978-561,Patent Application,PENDING
76,EP,A1,EP 3693003 A1,197-824-460-922-521,2020-08-12,2020,EP 20163413 A,2014-02-14,2013-02-14,SCAFFOLD PROTEINS DERIVED FROM PLANT CYSTATINS,UNIV LEEDS INNOVATIONS LTD,MCPHERSON MICHAEL;;TOMLINSON DARREN,,https://lens.org/197-824-460-922-521,Patent Application,DISCONTINUED
77,US,A1,US 2002/0187202 A1,198-069-930-754-930,2002-12-12,2002,US 10733502 A,2002-03-28,2001-03-30,"Natural nontoxic multicolor fluorescent protein dye from a marine invertebrate, compositions containing the said dye and its uses",GOSWAMI USHA;;GANGULY ANUTOSH,GOSWAMI USHA;;GANGULY ANUTOSH,COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (2002-06-01),https://lens.org/198-069-930-754-930,Patent Application,EXPIRED
78,CN,A,CN 102776245 A,053-383-190-397-268,2012-11-14,2012,CN 201210262830 A,2012-07-27,2012-07-27,"Preparation method of 1,3-propylene glycol",UNIV XIAMEN,BAISHAN FANG;;SHUAI CHI,,https://lens.org/053-383-190-397-268,Patent Application,ACTIVE
79,CN,A,CN 114933641 A,117-425-325-144-747,2022-08-23,2022,CN 202210349090 A,2022-04-01,2022-04-01,FruR protein as well as screening method and application thereof,HENAN JIANKANGYUAN BIOMEDICAL RES INSTITUTE CO LTD,CHEN MINLIANG;;LIANG HENGYU;;XIE GUOAN;;LIU YONGYU;;HAN CHAO;;ZHOU PENG;;FAN ZILING;;XING ZHIWEI;;ZHANG HAO,,https://lens.org/117-425-325-144-747,Patent Application,PENDING
80,US,A1,US 2019/0153403 A1,113-132-767-145-11X,2019-05-23,2019,US 201716090535 A,2017-03-31,2016-04-01,ENZYME AND APPLICATION THEREOF,UNIV SHANGHAI JIAOTONG,XU PING;;TANG HONGZHI;;ZHANG KUNZHI;;WU GENG;;TAO FEI,SHANGHAI JIAO TONG UNIVERSITY (2018-10-11),https://lens.org/113-132-767-145-11X,Patent Application,ACTIVE
81,EP,B1,EP 1423478 B1,141-092-422-281-185,2005-11-16,2005,EP 02760551 A,2002-09-06,2001-09-06,FLUORESCENT NATURAL DYE FROM A MARINE ORGANISM,COUNCIL SCIENT IND RES,GOSWAMI USHA;;GANGULY A,,https://lens.org/141-092-422-281-185,Granted Patent,EXPIRED
82,WO,A1,WO 2014/197616 A1,167-394-381-547-043,2014-12-11,2014,US 2014/0040938 W,2014-06-04,2013-06-04,REPEATED ADMINISTRATION OF NON-IMMUNOSUPRESSIVE ANTIGEN SPECIFIC IMMUNOTHERAPEUTICS,SELECTA BIOSCIENCES INC,MALDONADO ROBERTO A;;KISHIMOTO TAKASHI KEI,,https://lens.org/167-394-381-547-043,Patent Application,PENDING
83,CN,A,CN 109554377 A,161-742-946-114-449,2019-04-02,2019,CN 201811484589 A,2018-12-06,2018-12-06,"Euphorbia pekinensis diterpenoid compound synthetic gene CYP726A33, protein coded by synthetic gene CYP726A33 and application of synthetic gene CYP726A33",UNIV JIANGSU NORMAL,JIANG JIHONG;;CAO XIAOYING;;WANG JINGYI;;ZHANG FANGZHOU,,https://lens.org/161-742-946-114-449,Patent Application,DISCONTINUED
84,CN,A,CN 106987592 A,011-800-833-603-821,2017-07-28,2017,CN 201710224701 A,2017-04-07,2017-04-07,Method for inhibiting pear seed gibberellin synthetic gene expression,UNIV YANGZHOU,WANG CHUNLEI;;SUN YA;;LIU ZHENGYANG;;ZHANG PANPAN;;HUANG XU,,https://lens.org/011-800-833-603-821,Patent Application,ACTIVE
85,US,A1,US 2019/0370969 A1,153-116-019-165-220,2019-12-05,2019,US 201916417754 A,2019-05-21,2018-05-30,"METHODS FOR GENERATING SYNTHETIC TRAINING DATA AND FOR TRAINING DEEP LEARNING ALGORITHMS FOR TUMOR LESION CHARACTERIZATION, METHOD AND SYSTEM FOR TUMOR LESION CHARACTERIZATION, COMPUTER PROGRAM AND ELECTRONICALLY READABLE STORAGE MEDIUM",SIEMENS HEALTHCARE GMBH,KATZMANN ALEXANDER;;KRATZKE LISA;;MUEHLBERG ALEXANDER;;SUEHLING MICHAEL,SIEMENS HEALTHCARE GMBH (2019-06-05);;ISO SOFTWARE SYSTEME GMBH (2019-06-05),https://lens.org/153-116-019-165-220,Patent Application,ACTIVE
86,RU,C2,RU 2356943 C2,091-265-991-344-706,2009-05-27,2009,RU 2005132603 A,2004-03-19,2003-03-24,"NUCLEIC ACID MOLECULE ENCODING HPV 31 L1, EXPRESSION VECTOR, HOST CELL, VIRUS-LIKE PARTICLE AND METHOD OF ITS OBTAINMENT, VACCINE, PHARMACEUTICAL COMPOSITION AND METHODS INVOLVING THEM",MERCK & CO INC,JANSEN KATRIN U;;SHUL TS LOREN D;;NIPER MAJKL P;;MARKUS GENRI Z,,https://lens.org/091-265-991-344-706,Granted Patent,ACTIVE
87,US,B2,US 10989651 B2,136-161-529-820-893,2021-04-27,2021,US 201515314034 A,2015-05-28,2014-05-28,Molecular detection system,UNIV BIRMINGHAM,DAFFORN TIMOTHY;;HICKS MATTHEW,THE UNIVERSITY OF BIRMINGHAM (2016-12-08),https://lens.org/136-161-529-820-893,Granted Patent,ACTIVE
88,WO,A1,WO 2016/098041 A1,044-981-955-916-52X,2016-06-23,2016,IB 2015059724 W,2015-12-17,2014-12-18,ESTABLISHMENT AND USE OF AN IN VITRO PLATFORM FOR EMT,SAARUM SCIENCES PRIVATE LTD,GANDHARI MUKESH KUMAR;;RAGAMOUNI SRAVANTHI;;KULOTHUNGAN PREETHI;;RAJAN PRITHI;;KHANDRIKA LAKSHMIPATHI;;SHRAVAGE BHUPENDRA VINAYAK;;JAIN JUGNU;;NATARAJAN SREEVATSA GOPINATH,,https://lens.org/044-981-955-916-52X,Patent Application,PENDING
89,WO,A1,WO 2016/057607 A1,101-041-780-430-733,2016-04-14,2016,US 2015/0054378 W,2015-10-07,2014-10-08,MICRONIZED HYDROPHILIC CROSS-LINKED BIOPOLYMER SYSTEMS AND METHOD OF MAKING SAME,VOIGT ANDREAS;;LEHMANN SONJA;;DOBRANIS MARIANA;;ASSOGBA-ZANDT ANNETTE;;THERAKINE,VOIGT ANDREAS;;LEHMANN SONJA;;DOBRANIS MARIANA;;ASSOGBA-ZANDT ANNETTE,,https://lens.org/101-041-780-430-733,Patent Application,PENDING
90,EP,A1,EP 1661584 A1,117-411-114-220-706,2006-05-31,2006,EP 04028084 A,2004-11-26,2004-11-26,Use of conjugates of amatoxins and phallotoxins with macromolecules for cancer and inflammation therapy,FAULSTICH HEINZ DR,FAULSTICH HEINZ DR;;FAULSTICH DORIAN DR;;ANDERL JAN DR,,https://lens.org/117-411-114-220-706,Patent Application,DISCONTINUED
91,WO,A1,WO 2003/020832 A1,043-891-324-217-006,2003-03-13,2003,IN 0200184 W,2002-09-06,2001-09-06,FLUORESCENT NATURAL DYE FROM A MARINE ORGANISM,COUNCIL SCIENT IND RES;;GOSWAMI USHA;;GANGULY ANUTOSH,GOSWAMI USHA;;GANGULY ANUTOSH,,https://lens.org/043-891-324-217-006,Patent Application,PATENTED
92,US,A1,US 2015/0368625 A1,124-885-984-402-122,2015-12-24,2015,US 201314388190 A,2013-03-27,2012-03-27,ARTIFICIAL SIGMA FACTORS BASED ON BISECTED T7 RNA POLYMERASE,MASSACHUSETTS INST TECHNOLOGY,SEGALL-SHAPIRO THOMAS H;;VOIGT CHRISTOPHER,MASSACHUSETTS INSTITUTE OF TECHNOLOGY (2015-01-14),https://lens.org/124-885-984-402-122,Patent Application,DISCONTINUED
93,WO,A1,WO 2013/148867 A1,065-014-600-084-048,2013-10-03,2013,US 2013/0034147 W,2013-03-27,2012-03-27,ARTIFICIAL SIGMA FACTORS BASED ON BISECTED T7 RNA POLYMERASE,MASSACHUSETTS INST TECHNOLOGY,SEGALL-SHAPIRO THOMAS H;;VOIGT CHRISTOPHER,,https://lens.org/065-014-600-084-048,Patent Application,PENDING
94,CN,A,CN 103540561 A,191-486-433-575-838,2014-01-29,2014,CN 201310499812 A,2013-10-22,2013-10-22,Genetically engineered bacterium for producing resveratrol and construction method thereof,UNIV JIANGNAN,CHEN JIAN;;ZHOU JINGWEN;;WU JUNJUN;;DU GUOCHENG,,https://lens.org/191-486-433-575-838,Patent Application,DISCONTINUED
95,WO,A1,WO 2000/064437 A1,092-621-696-892-907,2000-11-02,2000,US 0010849 W,2000-04-21,1999-04-22,LONG TERM ADMINISTRATION OF PHARMACOLOGICALLY ACTIVE AGENTS,AMERICAN BIOSCIENCES;;SOON SHIONG PATRICK;;DESAI NEIL P,SOON-SHIONG PATRICK;;DESAI NEIL P,,https://lens.org/092-621-696-892-907,Patent Application,PATENTED
96,SG,A,SG 11201610126R A,006-838-003-211-725,2017-01-27,2017,SG 11201610126R A,2015-06-19,2014-06-27,SYSTEMS AND METHODS FOR SYNTHETIC BIOLOGY DESIGN AND HOST CELL SIMULATION,UNIV NANYANG TECH,JAYARAMAN PREMKUMAR;;POH CHUEH LOO;;WANG HUI JUAN,,https://lens.org/006-838-003-211-725,Unknown,PENDING
97,EP,B1,EP 3149197 B1,123-151-182-011-817,2020-02-19,2020,EP 15727439 A,2015-05-28,2014-05-28,IMPROVED MOLECULAR DETECTION METHOD,UNIV BIRMINGHAM,DAFFORN TIMOTHY;;HICKS MATTHEW,,https://lens.org/123-151-182-011-817,Granted Patent,ACTIVE
98,CN,A,CN 106663146 A,111-522-190-397-013,2017-05-10,2017,CN 201580035077 A,2015-06-19,2014-06-27,Systems and methods for synthetic biology design and host cell simulation,UNIV NANYANG TECH,JAYARAMAN PREMKUMAR;;POH CHUEH LOO;;WANG HUI JUAN,,https://lens.org/111-522-190-397-013,Patent Application,DISCONTINUED
99,US,B2,US 11138731 B2,063-639-705-128-876,2021-10-05,2021,US 201916417754 A,2019-05-21,2018-05-30,"Methods for generating synthetic training data and for training deep learning algorithms for tumor lesion characterization, method and system for tumor lesion characterization, computer program and electronically readable storage medium",SIEMENS HEALTHCARE GMBH,KATZMANN ALEXANDER;;KRATZKE LISA;;MUEHLBERG ALEXANDER;;SUEHLING MICHAEL,SIEMENS HEALTHCARE GMBH (2019-06-05);;ISO SOFTWARE SYSTEME GMBH (2019-06-05),https://lens.org/063-639-705-128-876,Granted Patent,ACTIVE
100,CN,A,CN 108611358 A,067-479-159-834-006,2018-10-02,2018,CN 201810313698 A,2018-04-10,2018-04-10,Method for preparing isoniazid nicotinamide adenine dinucleotide by synthetic biology,UNIV FOSHAN,WANG XUDE;;ZHOU YAFENG;;BI LIJUN;;ZHOU YING;;ZHANG XIAOLI,,https://lens.org/067-479-159-834-006,Patent Application,PENDING
101,US,B2,US 10329599 B2,034-172-837-842-58X,2019-06-25,2019,US 201515314027 A,2015-05-28,2014-05-28,Molecular detection system,UNIV BIRMINGHAM,DAFFORN TIMOTHY;;HICKS MATTHEW,THE UNIVERSITY OF BIRMINGHAM (2016-12-08),https://lens.org/034-172-837-842-58X,Granted Patent,ACTIVE
102,US,B2,US 11597935 B2,096-754-772-181-467,2023-03-07,2023,US 201716348445 A,2017-11-10,2016-11-10,Building designer RNA nano-structures for synthetic biology applications,BAYLOR COLLEGE MEDICINE,YEN LAISING,BAYLOR COLLEGE OF MEDICINE (2017-02-28),https://lens.org/096-754-772-181-467,Granted Patent,ACTIVE
103,EP,A1,EP 3161697 A1,032-438-142-354-224,2017-05-03,2017,EP 15811355 A,2015-06-19,2014-06-27,SYSTEMS AND METHODS FOR SYNTHETIC BIOLOGY DESIGN AND HOST CELL SIMULATION,UNIV NANYANG TECH,JAYARAMAN PREMKUMAR;;POH CHUEH LOO;;WANG HUI JUAN,,https://lens.org/032-438-142-354-224,Patent Application,DISCONTINUED
104,WO,A1,WO 2013/090818 A1,075-115-666-668-957,2013-06-20,2013,US 2012/0069914 W,2012-12-14,2011-12-16,MULTISCALE PLATFORM FOR COORDINATING CELLULAR ACTIVITY USING SYNTHETIC BIOLOGY,UNIV CALIFORNIA;;PRINDLE ARTHUR;;SAMAYOA PHILLIP;;HASTY JEFF,PRINDLE ARTHUR;;SAMAYOA PHILLIP;;HASTY JEFF,,https://lens.org/075-115-666-668-957,Patent Application,PENDING
105,MY,A,MY 188478 A,120-615-552-468-798,2021-12-13,2021,MY PI2016703909 A,2016-10-25,2016-10-25,SYNTHETIC BIOLOGY BIOSENSOR (CYCSENSOR) FOR THE DISCOVERY OF QUORUM SENSING INHIBITORS,UNIV MALAYA U M,CHAN KOK GAN;;YIN WAI FONG;;CHANG CHIEN YI,,https://lens.org/120-615-552-468-798,Granted Patent,ACTIVE
106,WO,A1,WO 2018/089854 A1,124-884-533-883-735,2018-05-17,2018,US 2017/0061186 W,2017-11-10,2016-11-10,BUILDING DESIGNER RNA NANO-STRUCTURES FOR SYNTHETIC BIOLOGY APPLICATIONS,BAYLOR COLLEGE MEDICINE,YEN LAISING,,https://lens.org/124-884-533-883-735,Patent Application,PENDING
107,US,A1,US 2019/0330633 A1,164-427-083-735-088,2019-10-31,2019,US 201716348445 A,2017-11-10,2016-11-10,BUILDING DESIGNER RNA NANO-STRUCTURES FOR SYNTHETIC BIOLOGY APPLICATIONS,BAYLOR COLLEGE MEDICINE,YEN LAISING,BAYLOR COLLEGE OF MEDICINE (2017-02-28),https://lens.org/164-427-083-735-088,Patent Application,ACTIVE
108,US,A1,US 2015/0133339 A1,161-778-477-596-127,2015-05-14,2015,US 201214364207 A,2012-12-14,2011-12-16,MULTISCALE PLATFORM FOR COORDINATING CELLULAR ACTIVITY USING SYNTHETIC BIOLOGY,UNIV CALIFORNIA,PRINDLE ARTHUR;;SAMAYOA PHILLIP;;HASTY JEFF,,https://lens.org/161-778-477-596-127,Patent Application,ACTIVE
109,EP,A4,EP 3161697 A4,034-181-104-048-789,2018-03-14,2018,EP 15811355 A,2015-06-19,2014-06-27,SYSTEMS AND METHODS FOR SYNTHETIC BIOLOGY DESIGN AND HOST CELL SIMULATION,UNIV NANYANG TECH,JAYARAMAN PREMKUMAR;;POH CHUEH LOO;;WANG HUI JUAN,,https://lens.org/034-181-104-048-789,Search Report,DISCONTINUED
110,US,B2,US 9500636 B2,124-416-099-575-416,2016-11-22,2016,US 201214364207 A,2012-12-14,2011-12-16,Multiscale platform for coordinating cellular activity using synthetic biology,UNIV CALIFORNIA,PRINDLE ARTHUR;;SAMAYOA PHILLIP;;HASTY JEFF,,https://lens.org/124-416-099-575-416,Granted Patent,ACTIVE
111,WO,A1,WO 2019/094969 A1,138-194-175-286-630,2019-05-16,2019,US 2018/0060831 W,2018-11-13,2017-11-13,"COMPOSITIONS, SYSTEMS, KITS, AND METHODS FOR MODIFYING RNA",SYNTHETIC GENOMICS INC,MANTOVANI SIMONE;;MONDS RUSSELL D;;LAFAVE MATTHEW C;;BROWN ROBERT C,,https://lens.org/138-194-175-286-630,Patent Application,PENDING
112,CN,A,CN 109517830 A,099-613-387-499-081,2019-03-26,2019,CN 201811484590 A,2018-12-06,2018-12-06,"Radix euphorbiae pekinensis diterpenoid compound synthetic gene CYP71D452, and encoded protein and application thereof",UNIV JIANGSU NORMAL,CAO XIAOYING;;JIANG JIHONG;;WANG JINGYI;;ZHANG FANGZHOU,,https://lens.org/099-613-387-499-081,Patent Application,DISCONTINUED
113,WO,A1,WO 2022/056418 A1,171-477-203-226-130,2022-03-17,2022,US 2021/0050126 W,2021-09-13,2020-09-14,METHODS AND COMPOSITIONS FOR NUCLEIC ACID ASSEMBLY,CHEE MARK S,CHEE MARK S,,https://lens.org/171-477-203-226-130,Patent Application,PENDING
114,CA,A1,CA 3192399 A1,187-819-932-505-058,2022-03-17,2022,CA 3192399 A,2021-09-13,2020-09-14,METHODS AND COMPOSITIONS FOR NUCLEIC ACID ASSEMBLY,CHEE MARK S,CHEE MARK S,,https://lens.org/187-819-932-505-058,Patent Application,PENDING
115,EP,B1,EP 2670426 B1,137-793-925-946-422,2017-05-10,2017,EP 12742373 A,2012-01-31,2011-01-31,MULTIMODAL TRAIL MOLECULES AND USES IN CELLULAR THERAPIES,MASSACHUSETTS GEN HOSPITAL,SHAH KHALID,,https://lens.org/137-793-925-946-422,Granted Patent,ACTIVE
116,WO,A2,WO 2020/209797 A2,181-996-124-328-531,2020-10-15,2020,SG 2020050216 W,2020-04-08,2019-04-08,USING SYNTHETIC LIXIVIANT BIOLOGY FOR THE RECOVERY OF PRECIOUS AND TOXIC METALS FROM ANTHROPOGENIC SOURCES,NAT UNIV SINGAPORE,YEW WEN SHAN;;GO MAYBELLE DARLENE KHO;;LIOW LU TING;;RAJASABHAI RASHMI,,https://lens.org/181-996-124-328-531,Patent Application,PENDING
117,RU,C1,RU 2160569 C1,118-006-241-402-104,2000-12-20,2000,RU 99108900 A,1999-04-21,1999-04-21,BASE FOR MICROINJECTION BUFFER FOR CULTURING TRANSGENIC ANIMALS,VRNII Z;;HIVOTNOVODSTVA,ZINOV EVA N A;;EHRNST L K;;BREM GOTTFRID,,https://lens.org/118-006-241-402-104,Granted Patent,EXPIRED
118,RU,A,RU 94034733 A,003-645-982-811-926,1996-06-10,1996,RU 94034733 A,1992-08-21,1991-09-06,"METHOD OF PREPARING, CLONING AND EXPRESSION OF GENE, GENES, IMMUNOTOXINS, GENE PRODUCTS, DNA, CELL, METHOD OF GENE VERIFICATION AND A METHOD OF MUTATION CORRECTION",RES DEV FOUNDATION,MAJKL G ROZENBLJUM;;KENNET L BITTI,,https://lens.org/003-645-982-811-926,Patent Application,EXPIRED
119,US,A1,US 2013/0252280 A1,108-862-805-266-849,2013-09-26,2013,US 201313789668 A,2013-03-07,2012-03-07,METHOD AND APPARATUS FOR IDENTIFICATION OF BIOMOLECULES,GENFORMATIC LLC,WEAVER DANIEL B;;REESE JUSTIN T,GENFORMATIC LLC (2013-06-10),https://lens.org/108-862-805-266-849,Patent Application,DISCONTINUED
120,WO,A1,WO 2019/082118 A1,032-750-045-054-592,2019-05-02,2019,IB 2018058332 W,2018-10-25,2017-10-27,A GRAPH-BASED CONSTANT-COLUMN BICLUSTERING DEVICE AND METHOD FOR MINING GROWTH PHENOTYPE DATA,UNIV KING ABDULLAH SCI & TECH,GAO XIN;;ALZAHRANI MAJED ATEAH,,https://lens.org/032-750-045-054-592,Patent Application,PENDING
121,US,A1,US 2020/0294617 A1,139-682-751-328-560,2020-09-17,2020,US 201816644693 A,2018-10-25,2017-10-27,A GRAPH-BASED CONSTANT-COLUMN BICLUSTERING DEVICE AND METHOD FOR MINING GROWTH PHENOTYPE DATA,UNIV KING ABDULLAH SCI & TECH,GAO XIN;;ALZAHRANI MAJED ATEAH,KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY (2020-03-10),https://lens.org/139-682-751-328-560,Patent Application,PENDING
122,WO,A1,WO 2016/025719 A1,176-279-609-716-468,2016-02-18,2016,US 2015/0045069 W,2015-08-13,2014-08-15,GENOMICALLY-ENCODED MEMORY IN LIVE CELLS,MASSACHUSETTS INST TECHNOLOGY,LU TIMOTHY KUAN-TA;;FARZADFARD FAHIM,,https://lens.org/176-279-609-716-468,Patent Application,PENDING
123,US,A1,US 2017/0204399 A1,178-523-269-417-203,2017-07-20,2017,US 201515324487 A,2015-08-13,2014-08-15,GENOMICALLY-ENCODED MEMORY IN LIVE CELLS,MASSACHUSETTS INST TECHNOLOGY,LU TIMOTHY KUAN-TA;;FARZADFARD FAHIM,MASSACHUSETTS INSTITUTE OF TECHNOLOGY (2017-04-27),https://lens.org/178-523-269-417-203,Patent Application,DISCONTINUED
124,CN,A,CN 1736345 A,195-618-564-240-752,2006-02-22,2006,CN 200410051188 A,2004-08-19,2004-08-19,Biological ceramic stopper and method for manufacturing the same,SHENZHEN LIFETECH CO LTD,ZI ZHENJUN ZANG,,https://lens.org/195-618-564-240-752,Patent Application,ACTIVE
125,WO,A2,WO 2002/103009 A2,084-829-453-079-199,2002-12-27,2002,EP 0205596 W,2002-05-22,2001-06-19,OPTIMISATION OF SYNTHETIC CATALYSTS BY MEANS OF DIRECTED EVOLUTION,STUDIENGESELLSCHAFT KOHLE MBH;;REETZ MANFRED,REETZ MANFRED,,https://lens.org/084-829-453-079-199,Patent Application,PENDING
126,WO,A3,WO 2013/128409 A3,171-339-410-630-931,2014-01-16,2014,IB 2013051611 W,2013-02-28,2012-03-01,DE NOVO INTEGRON RECOMBINATION SITES AND USES THEREOF,PASTEUR INSTITUT;;CENTRE NAT RECH SCIENT,MAZEL DIDIER;;BIKARD DAVID;;GRIEB MAJ SVEA,,https://lens.org/171-339-410-630-931,Search Report,PENDING
127,WO,A1,WO 2022/104233 A1,062-003-725-900-237,2022-05-19,2022,US 2021/0059427 W,2021-11-15,2020-11-13,MICROBIAL PRODUCTION OF TITIN FIBERS WITH EXCEPTIONAL MECHANICAL PERFORMANCE,UNIV WASHINGTON,ZHANG FUZHONG;;BOWEN CHRISTOPHER H;;SARGENT CAMERON,,https://lens.org/062-003-725-900-237,Patent Application,PENDING
